Name,CBO,NOC,WMC,RFC,SLOC,DIT,LCOM,change
org.apache.hama.examples.InlinkCount,17,0,3,43,66,1,0,yes
org.apache.hama.examples.MindistSearch.MindistSearchVertex,4,0,1,41,35,1,0,yes
org.apache.hama.examples.MindistSearch.MinTextCombiner,2,0,1,15,11,1,0,yes
org.apache.hama.examples.MindistSearchTest,18,0,6,19,85,1,70,yes
org.apache.hama.examples.PageRank.PageRankVertex,6,0,2,42,48,1,0,yes
org.apache.hama.examples.PageRankTest,18,0,5,18,84,1,62,yes
org.apache.hama.examples.SSSP.ShortestPathVertex,6,0,3,43,28,1,0,yes
org.apache.hama.examples.SSSP.SSSPTextReader,5,0,1,15,17,1,0,yes
org.apache.hama.examples.SSSPTest,19,0,5,18,83,1,62,yes
org.apache.hama.examples.util.TextPair,5,0,10,23,48,0,60,yes
org.apache.hama.graph.Edge,2,0,6,19,37,0,44,yes
org.apache.hama.graph.example.PageRank.PageRankVertex,6,0,2,42,48,1,0,yes
org.apache.hama.graph.GraphJob,13,0,13,89,93,2,86,yes
org.apache.hama.graph.GraphJobMessage,11,0,16,29,141,0,78,yes
org.apache.hama.graph.GraphJobRunner,34,0,15,31,427,1,84,yes
org.apache.hama.graph.TestSubmitGraphJob,24,0,3,40,83,5,44,yes
org.apache.hama.graph.Vertex,11,8,27,40,131,0,84,yes
org.apache.hama.graph.VertexInputReader,1,6,1,14,4,0,0,yes
org.apache.hama.GroomServerRunner,10,0,2,15,25,1,50,yes
org.apache.hama.HamaCluster,4,2,4,32,17,3,87,yes
org.apache.hama.HamaTestCase,9,1,10,23,108,1,76,yes
org.apache.hama.http.HttpServer,20,0,21,34,286,0,86,yes
org.apache.hama.ipc.TestIPC.ParallelCaller,6,0,2,88,33,0,12,yes
org.apache.hama.MiniZooKeeperCluster,15,0,9,22,133,0,76,yes
org.apache.hama.monitor.Configurator,25,0,2,15,61,0,33,yes
org.apache.hama.monitor.fd.UDPSensor,20,0,9,22,86,0,63,yes
org.apache.hama.monitor.fd.UDPSupervisor.Node,11,0,17,30,110,0,76,yes
org.apache.hama.monitor.MetricsTag,2,0,5,18,31,0,40,yes
org.apache.hama.monitor.Monitor.ZKHandler,20,0,4,17,99,0,50,yes
org.apache.hama.monitor.TestConfigurator,6,0,1,14,9,1,0,yes
org.apache.hama.monitor.TestFederator.DummyCollector,5,0,2,15,16,0,0,yes
org.apache.hama.monitor.ZKCollector.Reference,2,0,1,14,10,0,0,yes
org.apache.hama.util.BSPServletUtil,10,0,3,16,67,1,66,yes
org.apache.hama.util.Bytes.ByteArrayComparator,2,0,3,16,13,0,0,yes
org.apache.hama.util.ClusterUtil.GroomServerThread,2,0,3,89,18,0,0,yes
org.apache.hama.util.RandomVariable,3,0,14,27,89,0,0,yes
org.apache.hama.util.ReflectionUtils,10,0,4,17,64,0,62,yes
org.apache.hama.util.RunJar,29,0,2,15,94,0,0,yes
org.apache.hama.util.TestBytes,8,0,9,22,123,1,0,yes
org.apache.hama.util.VersionInfo,6,0,10,23,46,0,66,yes
