classname,CBO,NOC,WMC,RFC,SLOC,DIT,LCOM,change
jEdit-org-gjt-sp-jedit-gui-tray-JTrayIcon-MyPopupMenuListener.java,11,0,3,16,65,0,33,no
jEdit-org-gjt-sp-jedit-gui-VariableGridLayout-VariableGridLayout.java,12,0,19,32,436,0,84,no
jEdit-org-gjt-sp-jedit-GUIUtilities-GUIUtilities.java,85,0,71,84,1270,0,96,yes
jEdit-org-gjt-sp-jedit-GUIUtilities-SizeSaver.java,13,0,5,23,75,0,40,no
jEdit-org-gjt-sp-jedit-GUIUtilities-UnixWorkaround.java,12,0,1,14,91,0,16,no
jEdit-org-gjt-sp-jedit-GUIUtilities-ComponentHandler.java,10,0,2,20,37,0,0,no
jEdit-org-gjt-sp-jedit-GUIUtilities-WindowHandler.java,10,0,1,25,19,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpHistoryModel-HelpHistoryModel.java,8,0,14,27,167,0,45,no
jEdit-org-gjt-sp-jedit-help-HelpHistoryModel-HistoryEntry.java,2,0,5,18,31,0,19,no
jEdit-org-gjt-sp-jedit-help-HelpIndex-HelpIndex.java,25,0,10,23,271,0,63,no
jEdit-org-gjt-sp-jedit-help-HelpIndex-HelpFile.java,1,0,3,16,19,0,50,no
jEdit-org-gjt-sp-jedit-help-HelpIndex-Word.java,3,0,2,15,40,0,37,no
jEdit-org-gjt-sp-jedit-help-HelpIndex-Occurrence.java,1,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-HelpSearchPanel.java,20,0,2,701,214,0,37,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-ActionHandler.java,10,0,1,14,74,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-MouseHandler.java,6,0,1,23,12,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-Result.java,2,0,1,14,11,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-ResultCompare.java,2,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-ResultIcon.java,8,0,4,17,36,0,75,no
jEdit-org-gjt-sp-jedit-help-HelpSearchPanel-ResultRenderer.java,4,0,1,747,24,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-HelpNode.java,28,0,6,705,332,0,66,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-HelpTOCPanel.java,1,0,2,15,12,0,25,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-PluginCompare.java,3,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-TOCCellRenderer.java,4,0,2,776,18,1,50,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-TOCHandler.java,7,0,4,35,54,0,50,no
jEdit-org-gjt-sp-jedit-help-HelpTOCPanel-TOCTree.java,13,0,5,848,79,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpViewer-ActionHandler.java,38,0,13,737,381,0,84,no
jEdit-org-gjt-sp-jedit-help-HelpViewer-HelpViewer.java,10,0,1,14,50,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpViewer-KeyHandler.java,6,0,1,18,29,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpViewer-LinkHandler.java,10,0,1,14,32,0,0,no
jEdit-org-gjt-sp-jedit-help-HelpViewer-PropertyChangeHandler.java,11,0,1,14,19,0,0,no
jEdit-org-gjt-sp-jedit-help-HistoryButton-DropActionHandler.java,11,0,5,704,117,0,75,no
jEdit-org-gjt-sp-jedit-help-HistoryButton-HistoryButton.java,8,0,1,14,38,0,0,no
jEdit-org-gjt-sp-jedit-help-HistoryButton-HistoryListActionHandler.java,4,0,2,35,14,0,0,no
jEdit-org-gjt-sp-jedit-indent-BracketIndentRule-BracketIndentRule.java,5,2,4,17,113,0,50,no
jEdit-org-gjt-sp-jedit-indent-BracketIndentRule-Brackets.java,0,0,0,13,5,0,0,no
jEdit-org-gjt-sp-jedit-indent-BracketIndentRule-LineScanner.java,5,0,5,18,82,0,55,no
jEdit-org-gjt-sp-jedit-indent-CloseBracketIndentRule-AlignBracket.java,6,0,2,19,102,1,0,no
jEdit-org-gjt-sp-jedit-indent-CloseBracketIndentRule-CloseBracketIndentRule.java,4,0,7,20,56,0,73,no
jEdit-org-gjt-sp-jedit-indent-DeepIndentRule-DeepIndentRule.java,8,0,3,16,151,0,66,no
jEdit-org-gjt-sp-jedit-indent-DeepIndentRule-Parens.java,10,0,4,17,71,0,50,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-AlignOffset.java,1,0,3,16,16,0,33,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-AlignParameter.java,1,0,3,16,16,0,33,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-Collapse.java,1,0,3,16,14,0,0,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-Decrease.java,1,0,2,15,11,0,0,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-Increase.java,1,0,5,18,27,0,19,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-NoIncrease.java,2,0,2,15,13,0,0,no
jEdit-org-gjt-sp-jedit-indent-IndentAction-Reset.java,1,0,2,15,11,0,0,no
jEdit-org-gjt-sp-jedit-indent-IndentRuleFactory-IndentRuleFactory.java,9,0,8,21,57,0,0,no
jEdit-org-gjt-sp-jedit-indent-OpenBracketIndentRule-OpenBracketIndentRule.java,6,0,4,21,50,1,75,no
jEdit-org-gjt-sp-jedit-indent-RegexpIndentRule-RegexpIndentRule.java,9,0,4,17,93,0,44,no
jEdit-org-gjt-sp-jedit-indent-RegexpIndentRule-TokenFilter.java,4,0,3,16,40,0,33,no
jEdit-org-gjt-sp-jedit-indent-WhitespaceRule-WhitespaceRule.java,6,0,1,14,29,0,0,no
jEdit-org-gjt-sp-jedit-input-AbstractInputHandler-AbstractInputHandle.java,14,2,21,34,211,0,92,no
jEdit-org-gjt-sp-jedit-input-DefaultInputHandlerProvider-DefaultInputHandlerProvider.java,1,0,2,15,12,0,0,no
jEdit-org-gjt-sp-jedit-input-TextAreaInputHandler-TextAreaInputHandler.java,19,1,9,43,228,1,44,no
jEdit-org-gjt-sp-jedit-io-AutoDetection-AutoDetection.java,13,0,5,18,112,0,0,no
jEdit-org-gjt-sp-jedit-io-AutoDetection-Result.java,6,0,4,17,33,0,50,no
jEdit-org-gjt-sp-jedit-io-CharsetEncoding-CharsetEncoding.java,11,0,4,17,23,0,0,yes
jEdit-org-gjt-sp-jedit-io-CopyFileWorker-CopyFileWorker.java,16,0,9,38,173,1,59,yes
jEdit-org-gjt-sp-jedit-io-EncodingServer-EncodingServer.java,19,0,6,19,68,0,50,no
jEdit-org-gjt-sp-jedit-io-EncodingWithBOM-EncodingWithBOM.java,14,0,4,17,108,0,67,yes
jEdit-org-gjt-sp-jedit-io-EncodingWithBOM-Detector.java,4,0,1,14,50,0,0,no
jEdit-org-gjt-sp-jedit-io-FavoritesVFS-Favorite.java,13,0,10,63,169,1,62,yes
jEdit-org-gjt-sp-jedit-io-FavoritesVFS-FavoritesVFS.java,6,0,4,50,28,1,50,yes
jEdit-org-gjt-sp-jedit-io-FileRootsVFS-FileRootsVFS.java,9,0,5,58,100,1,80,no
jEdit-org-gjt-sp-jedit-io-FileRootsVFS-Root.java,7,0,2,48,42,1,0,no
jEdit-org-gjt-sp-jedit-io-FileVFS-FileVFS.java,28,0,19,72,414,1,92,no
jEdit-org-gjt-sp-jedit-io-FileVFS-LocalFile.java,9,0,10,56,90,1,82,yes
jEdit-org-gjt-sp-jedit-io-GlobVFSFileFilter-GlobVFSFileFilter.java,6,0,7,20,47,0,50,no
jEdit-org-gjt-sp-jedit-io-LocalFileSaveTask-LocalFileSaveTask.java,11,0,2,31,47,1,12,yes
jEdit-org-gjt-sp-jedit-io-RegexEncodingDetector-RegexEncodingDetector.java,9,0,3,16,48,0,55,no
jEdit-org-gjt-sp-jedit-io-UrlVFS-UrlVFS.java,12,0,5,58,59,1,0,no
jEdit-org-gjt-sp-jedit-io-VFS-VFS.java,45,4,40,53,581,0,96,yes
jEdit-org-gjt-sp-jedit-io-VFS-ColorEntry.java,2,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-io-VFS-DirectoryEntryCompare.java,2,0,2,15,19,0,0,yes
jEdit-org-gjt-sp-jedit-io-VFS-SessionGetter.java,3,0,3,16,15,0,33,no
jEdit-org-gjt-sp-jedit-io-VFSFile-VFSFile.java,19,3,33,46,282,0,91,yes
jEdit-org-gjt-sp-jedit-io-VFSManager-VFSManager.java,30,0,18,31,260,0,88,yes
jEdit-org-gjt-sp-jedit-io-VFSManager-ErrorDisplayer.java,9,0,3,16,80,0,33,yes
jEdit-org-gjt-sp-jedit-io-VFSManager-SendVFSUpdatesSafely.java,7,0,1,14,16,0,0,yes
jEdit-org-gjt-sp-jedit-io-XMLEncodingDetector-XMLEncodingDetector.java,7,0,2,15,50,0,0,no
jEdit-org-gjt-sp-jedit-JARClassLoader-JARClassLoader.java,28,0,18,99,355,0,79,no
jEdit-org-gjt-sp-jedit-JARClassLoader-SingleElementEnumeration.java,1,0,3,16,23,0,0,no
jEdit-org-gjt-sp-jedit-jEdit-jEdit.java,166,0,144,157,2932,0,96,yes
jEdit-org-gjt-sp-jedit-jEdit-DockingLayoutSetter.java,6,0,2,15,18,0,0,no
jEdit-org-gjt-sp-jedit-jEdit-FirewallAuthenticator.java,2,0,2,30,12,0,0,yes
jEdit-org-gjt-sp-jedit-jEdit-JEditPropertyManager.java,3,0,1,14,7,0,0,no
jEdit-org-gjt-sp-jedit-jEdit-MyFocusManager.java,12,0,2,147,38,0,0,no
jEdit-org-gjt-sp-jedit-JEditAbstractEditAction-JEditAbstractEditActio.java,2,5,7,20,33,0,50,no
jEdit-org-gjt-sp-jedit-JEditActionContext-JEditActionContex.java,12,2,7,20,74,0,53,no
jEdit-org-gjt-sp-jedit-JEditActionSet-JEditActionSe.java,16,3,18,31,171,0,72,yes
jEdit-org-gjt-sp-jedit-JEditBeanShellAction-JEditBeanShellAction.java,11,0,7,27,117,1,71,no
jEdit-org-gjt-sp-jedit-JEditBeanShellAction-MyBeanShellFacade.java,7,0,3,32,23,1,0,no
jEdit-org-gjt-sp-jedit-JEditKillRing-JEditKillRing.java,19,0,3,32,151,1,0,yes
jEdit-org-gjt-sp-jedit-JEditKillRing-KillRingHandler.java,11,0,5,36,55,0,60,no
jEdit-org-gjt-sp-jedit-JEditMode-JEditMode.java,7,0,6,44,80,1,50,yes
jEdit-org-gjt-sp-jedit-JEditRegisterSaver-JEditRegisterSaver.java,16,0,3,16,125,0,0,yes
jEdit-org-gjt-sp-jedit-JEditRegisterSaver-RegistersHandler.java,8,0,4,35,37,0,41,no
jEdit-org-gjt-sp-jedit-JEditRegistersListener-JEditRegistersListener.java,2,0,1,14,7,0,0,no
jEdit-org-gjt-sp-jedit-Macros-BeanShellHandler.java,30,0,26,39,704,0,89,no
jEdit-org-gjt-sp-jedit-Macros-Handler.java,5,0,4,24,23,1,0,no
jEdit-org-gjt-sp-jedit-Macros-Macro.java,10,1,7,20,39,0,71,no
jEdit-org-gjt-sp-jedit-Macros-Macros.java,6,0,6,37,49,2,66,no
jEdit-org-gjt-sp-jedit-Macros-Recorder.java,12,0,9,22,121,0,74,no
jEdit-org-gjt-sp-jedit-Marker-Marker.java,3,0,7,20,41,0,53,no
jEdit-org-gjt-sp-jedit-menu-DirectoryProvider-DirectoryProvider.java,15,0,3,16,101,0,33,no
jEdit-org-gjt-sp-jedit-menu-EnhancedCheckBoxMenuItem-EnhancedCheckBoxMenuItem.java,21,0,3,860,137,0,44,no
jEdit-org-gjt-sp-jedit-menu-EnhancedCheckBoxMenuItem-Model.java,7,0,2,48,27,0,0,no
jEdit-org-gjt-sp-jedit-menu-EnhancedCheckBoxMenuItem-MouseHandler.java,10,0,3,25,34,0,0,no
jEdit-org-gjt-sp-jedit-menu-EnhancedMenu-EditBusStub.java,13,0,8,916,112,0,77,no
jEdit-org-gjt-sp-jedit-menu-EnhancedMenu-EnhancedMenu.java,4,0,3,16,20,0,16,no
jEdit-org-gjt-sp-jedit-menu-EnhancedMenuItem-EnhancedMenuItem.java,20,0,3,845,138,0,55,no
jEdit-org-gjt-sp-jedit-menu-EnhancedMenuItem-MouseHandler.java,9,0,4,26,37,0,50,no
jEdit-org-gjt-sp-jedit-menu-FavoritesProvider-FavoritesProvider.java,14,0,2,15,62,0,0,no
jEdit-org-gjt-sp-jedit-menu-MacrosProvider-MacrosProvider.java,9,0,3,16,58,0,0,no
jEdit-org-gjt-sp-jedit-menu-MarkersProvider-MarkersProvider.java,11,0,2,15,119,0,0,no
jEdit-org-gjt-sp-jedit-menu-MarkersProvider-MarkersMenuItem.java,12,0,4,846,71,0,60,no
jEdit-org-gjt-sp-jedit-menu-MenuItemTextComparator-MenuItemTextComparator.java,4,0,1,14,22,0,0,no
jEdit-org-gjt-sp-jedit-menu-PluginsProvider-PluginsProvider.java,14,0,3,16,107,0,0,no
jEdit-org-gjt-sp-jedit-menu-RecentDirectoriesProvider-RecentDirectoriesProvider.java,17,0,2,15,84,0,0,no
jEdit-org-gjt-sp-jedit-menu-RecentFilesProvider-RecentFilesProvider.java,20,0,2,15,125,0,0,no
jEdit-org-gjt-sp-jedit-menu-ReloadWithEncodingProvider-ReloadWithEncodingProvider.java,18,0,3,16,91,0,33,no
jEdit-org-gjt-sp-jedit-MiscUtilities-MiscUtilities.java,46,0,47,60,914,0,98,yes
jEdit-org-gjt-sp-jedit-MiscUtilities-VarCompressor.java,9,0,3,16,83,0,50,no
jEdit-org-gjt-sp-jedit-Mode-Mode.java,23,1,25,38,276,0,88,yes
jEdit-org-gjt-sp-jedit-ModeCatalogHandler-ModeCatalogHandler.java,10,1,4,35,54,0,50,yes
jEdit-org-gjt-sp-jedit-msg-BufferChanging-BufferChanging.java,6,0,2,27,18,3,0,yes
jEdit-org-gjt-sp-jedit-msg-BufferUpdate-BufferUpdate.java,4,0,5,23,40,1,90,no
jEdit-org-gjt-sp-jedit-msg-DockableWindowUpdate-DockableWindowUpdate.java,3,0,4,22,31,1,70,no
jEdit-org-gjt-sp-jedit-msg-DynamicMenuChanged-DynamicMenuChanged.java,1,0,3,21,17,1,0,no
jEdit-org-gjt-sp-jedit-msg-EditorExiting-EditorExiting.java,1,0,1,19,7,1,0,no
jEdit-org-gjt-sp-jedit-msg-EditorExitRequested-EditorExitRequested.java,1,0,4,22,20,1,50,no
jEdit-org-gjt-sp-jedit-msg-EditorStarted-EditorStarted.java,1,0,1,19,7,1,0,no
jEdit-org-gjt-sp-jedit-msg-EditPaneUpdate-EditPaneUpdate.java,3,1,4,22,29,1,89,no
jEdit-org-gjt-sp-jedit-msg-PluginUpdate-PluginUpdate.java,5,0,6,24,45,1,78,no
jEdit-org-gjt-sp-jedit-msg-PositionChanging-PositionChanging.java,2,1,3,25,15,2,0,no
jEdit-org-gjt-sp-jedit-msg-PropertiesChanged-PropertiesChanged.java,1,0,2,20,11,1,0,no
jEdit-org-gjt-sp-jedit-msg-PropertiesChanging-PropertiesChanging.java,2,0,2,20,18,1,0,no
jEdit-org-gjt-sp-jedit-msg-RegisterChanged-RegisterChanged.java,4,0,4,22,21,1,0,no
jEdit-org-gjt-sp-jedit-msg-SearchSettingsChanged-SearchSettingsChanged.java,1,0,1,19,7,1,0,no
jEdit-org-gjt-sp-jedit-msg-VFSPathSelected-VFSPathSelected.java,2,0,4,22,23,1,50,no
jEdit-org-gjt-sp-jedit-msg-VFSUpdate-VFSUpdate.java,2,0,3,21,19,1,0,no
jEdit-org-gjt-sp-jedit-msg-ViewUpdate-ViewUpdate.java,3,0,4,22,27,1,85,no
jEdit-org-gjt-sp-jedit-OperatingSystem-OperatingSystem.java,16,0,15,28,198,0,89,yes
jEdit-org-gjt-sp-jedit-OptionGroup-OptionGroup.java,7,2,13,26,106,0,71,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-AbbrevsOptionPane.java,40,0,6,722,373,1,66,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-AbbrevsModel.java,12,0,10,40,130,0,50,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-Abbrev.java,1,0,2,15,10,0,50,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-AbbrevCompare.java,3,0,2,15,24,0,0,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-ActionHandler.java,11,0,1,14,45,0,0,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-HeaderMouseHandler.java,6,0,1,23,15,0,0,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-Renderer.java,3,0,1,744,17,0,0,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-SelectionHandler.java,2,0,1,14,6,0,0,no
jEdit-org-gjt-sp-jedit-options-AbbrevsOptionPane-TableMouseHandler.java,3,0,1,23,8,0,0,no
jEdit-org-gjt-sp-jedit-options-AppearanceOptionPane-AppearanceOptionPane.java,21,0,5,721,176,1,63,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-BrowserColorsModel.java,9,0,13,43,157,0,30,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-ColorRenderer.java,4,0,2,729,33,0,0,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-Entry.java,2,0,1,14,10,0,0,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-BrowserColorsOptionPane.java,22,0,5,721,135,1,60,yes
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-ActionHandler.java,5,0,1,14,36,0,0,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-MouseHandler.java,8,0,1,23,16,0,0,no
jEdit-org-gjt-sp-jedit-options-BrowserColorsOptionPane-SelectionHandler.java,2,0,1,14,6,0,0,no
jEdit-org-gjt-sp-jedit-options-BrowserContextOptionPane-BrowserContextOptionPane.java,3,0,3,728,17,2,0,no
jEdit-org-gjt-sp-jedit-options-BrowserOptionPane-BrowserOptionPane.java,5,0,3,719,108,1,33,no
jEdit-org-gjt-sp-jedit-options-BufferOptionPane-BufferOptionPane.java,21,0,3,719,246,1,33,no
jEdit-org-gjt-sp-jedit-options-BufferOptionPane-ActionHandler.java,6,0,1,14,24,0,0,no
jEdit-org-gjt-sp-jedit-options-ContextOptionPane-ContextOptionPane.java,5,0,4,729,30,2,50,no
jEdit-org-gjt-sp-jedit-options-DockingOptionPane-DockingOptionPane.java,23,0,7,723,145,1,76,no
jEdit-org-gjt-sp-jedit-options-DockingOptionPane-DockPositionCellRenderer.java,3,0,2,770,21,0,0,no
jEdit-org-gjt-sp-jedit-options-EditingOptionPane-EditingOptionPane.java,21,0,6,722,406,1,47,no
jEdit-org-gjt-sp-jedit-options-EditingOptionPane-ActionHandler.java,6,0,1,14,17,0,0,no
jEdit-org-gjt-sp-jedit-options-EditingOptionPane-ModeProperties.java,4,0,4,17,134,0,51,no
jEdit-org-gjt-sp-jedit-options-EncodingsOptionPane-EncodingsOptionPane.java,19,0,3,719,105,1,33,no
jEdit-org-gjt-sp-jedit-options-FirewallOptionPane-FirewallOptionPane.java,8,0,3,719,74,1,33,no
jEdit-org-gjt-sp-jedit-options-FirewallOptionPane-ActionHandler.java,4,0,1,14,13,0,0,no
jEdit-org-gjt-sp-jedit-options-GeneralOptionPane-GeneralOptionPane.java,12,0,3,719,188,1,51,yes
jEdit-org-gjt-sp-jedit-options-GeneralOptionPane-LangCellRenderer.java,4,0,1,747,13,0,0,no
jEdit-org-gjt-sp-jedit-options-GlobalOptions-GlobalOptions.java,9,0,8,782,60,2,0,no
jEdit-org-gjt-sp-jedit-options-GutterOptionPane-GutterOptionPane.java,24,0,10,726,253,1,79,no
jEdit-org-gjt-sp-jedit-options-IconTheme-IconTheme.java,3,0,3,16,17,0,66,no
jEdit-org-gjt-sp-jedit-options-IntegerInputVerifier-IntegerInputVerifier.java,6,0,1,17,20,0,0,no
jEdit-org-gjt-sp-jedit-options-MouseOptionPane-MouseOptionPane.java,5,0,3,719,90,1,33,no
jEdit-org-gjt-sp-jedit-options-PluginManagerOptionPane-PluginManagerOptionPane.java,27,0,4,720,276,1,57,yes
jEdit-org-gjt-sp-jedit-options-PluginManagerOptionPane-ActionHandler.java,7,0,1,14,8,0,0,no
jEdit-org-gjt-sp-jedit-options-PluginManagerOptionPane-MirrorModel.java,6,0,5,26,28,0,0,no
jEdit-org-gjt-sp-jedit-options-PluginManagerOptionPane-SingleSelectionModel.java,1,0,2,56,8,0,0,no
jEdit-org-gjt-sp-jedit-options-PluginManagerOptionPane-UpdateMirrorsThread.java,18,0,3,32,95,1,33,yes
jEdit-org-gjt-sp-jedit-options-PluginOptions-PluginOptions.java,8,0,6,780,73,2,66,no
jEdit-org-gjt-sp-jedit-options-PluginOptions-NoPluginsPane.java,0,0,1,717,7,1,0,no
jEdit-org-gjt-sp-jedit-options-PrintOptionPane-PrintOptionPane.java,6,0,3,719,67,1,33,no
jEdit-org-gjt-sp-jedit-options-SaveBackupOptionPane-SaveBackupOptionPane.java,11,0,3,719,128,1,33,no
jEdit-org-gjt-sp-jedit-options-SaveBackupOptionPane-MyActionListener.java,6,0,1,14,13,0,0,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-ShortcutsOptionPane.java,49,0,10,726,580,1,76,yes
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-ActionHandler.java,14,0,1,14,97,0,0,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-HeaderMouseHandler.java,7,0,1,23,20,0,0,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-KeymapCellRenderer.java,4,0,1,747,12,0,0,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-KeymapsModel.java,5,0,7,28,49,0,42,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-ShortcutsModel.java,10,0,11,41,127,0,63,yes
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-KeyCompare.java,4,0,2,15,38,0,0,no
jEdit-org-gjt-sp-jedit-options-ShortcutsOptionPane-TableMouseHandler.java,8,0,1,23,19,0,0,no
jEdit-org-gjt-sp-jedit-options-StatusBarOptionPane-StatusBarOptionPane.java,25,0,5,721,438,1,58,no
jEdit-org-gjt-sp-jedit-options-StatusBarOptionPane-ActionHandler.java,8,0,1,14,74,0,0,no
jEdit-org-gjt-sp-jedit-options-StatusBarOptionPane-ListHandler.java,3,0,1,14,7,0,0,no
jEdit-org-gjt-sp-jedit-options-StatusBarOptionPane-WidgetListCellRenderer.java,4,0,1,747,14,0,0,no
jEdit-org-gjt-sp-jedit-options-StatusBarOptionPane-WidgetSelectionDialog.java,28,0,5,762,151,1,68,no
jEdit-org-gjt-sp-jedit-options-SyntaxHiliteOptionPane-SyntaxHiliteOptionPane.java,13,0,5,721,201,1,80,no
jEdit-org-gjt-sp-jedit-options-SyntaxHiliteOptionPane-MouseHandler.java,11,0,1,23,23,0,0,no
jEdit-org-gjt-sp-jedit-options-SyntaxHiliteOptionPane-StyleTableModel.java,12,0,8,38,133,0,25,no
jEdit-org-gjt-sp-jedit-options-SyntaxHiliteOptionPane-StyleChoice.java,3,0,2,15,16,0,33,no
jEdit-org-gjt-sp-jedit-options-SyntaxHiliteOptionPane-StyleRenderer.java,5,0,2,729,35,0,0,no
jEdit-org-gjt-sp-jedit-options-TextAreaOptionPane-TextAreaOptionPane.java,18,0,3,719,363,1,33,no
jEdit-org-gjt-sp-jedit-options-TextAreaOptionPane-FontList.java,18,0,4,703,130,0,41,no
jEdit-org-gjt-sp-jedit-options-TextAreaOptionPane-FontItemRenderer.java,2,0,1,747,18,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ToolBarEditDialog.java,44,0,6,763,291,1,58,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ActionSetCompare.java,3,0,1,14,6,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ToolBarOptionPane.java,26,0,5,721,308,1,62,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ActionHandler.java,11,0,1,14,84,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-Button.java,3,0,3,16,24,0,50,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ButtonCellRenderer.java,2,0,1,747,12,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ButtonCompare.java,2,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-IconCellRenderer.java,2,0,1,747,12,0,0,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-IconListEntry.java,2,0,2,15,13,0,25,no
jEdit-org-gjt-sp-jedit-options-ToolBarOptionPane-ListHandler.java,2,0,1,14,6,0,0,no
jEdit-org-gjt-sp-jedit-options-ViewOptionPane-ViewOptionPane.java,20,0,3,719,196,1,38,yes
jEdit-org-gjt-sp-jedit-options-ViewOptionPane-ActionHandler.java,6,0,1,14,32,0,0,no
jEdit-org-gjt-sp-jedit-options-DockingOptionPane-Entry.java,10,0,11,41,154,0,74,no
jEdit-org-gjt-sp-jedit-options-DockingOptionPane-WindowCompare.java,3,0,2,15,19,0,16,no
jEdit-org-gjt-sp-jedit-options-DockingOptionPane-WindowTableModel.java,2,0,1,14,9,0,0,no
jEdit-org-gjt-sp-jedit-PerspectiveManager-PerspectiveManager.java,18,0,6,19,257,0,76,yes
jEdit-org-gjt-sp-jedit-PerspectiveManager-PerspectiveHandler.java,16,0,7,38,106,0,67,no
jEdit-org-gjt-sp-jedit-PluginJAR-PluginJAR.java,64,0,38,51,1358,0,89,no
jEdit-org-gjt-sp-jedit-PluginJAR-PluginCacheEntry.java,16,0,13,26,244,0,85,no
jEdit-org-gjt-sp-jedit-PluginJAR-PluginDepends.java,1,0,0,13,5,0,0,yes
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-InstallPanel.java,57,0,5,704,1050,0,74,yes
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-ChoosePluginSet.java,9,0,3,818,33,1,33,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-ClearPluginSet.java,11,0,2,817,16,1,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-Entry.java,17,0,4,17,57,0,70,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-EntryCompare.java,4,0,2,15,73,0,37,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-HeaderMouseHandler.java,6,0,1,23,9,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-HeaderRenderer.java,5,0,2,745,20,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-InstallButton.java,18,0,3,811,78,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-KeyboardAction.java,10,0,2,35,37,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-PluginInfoBox.java,10,0,2,834,30,0,0,yes
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-PluginTableModel.java,32,0,18,48,361,0,77,yes
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-SelectallButton.java,8,0,3,828,33,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-SizeLabel.java,8,0,3,730,37,0,33,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-StringMapHandler.java,6,0,2,33,14,0,0,no
jEdit-org-gjt-sp-jedit-pluginmgr-InstallPanel-TableFocusHandler.java,6,0,1,17,16,0,0,no
